UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
3940,48892,United States,16-03-2020,"World leaders do you still not realize the #Kashmir struggle?
Westerners are in a state of panic and stocking piles of water and food supplies imagine being lockdown for more than 7 months. 
Wake up!!!
#CoronavirusOutbreak #KashmirLockdown #Kashmiris #COVID2019 #coronapocolypse",Negative
3941,48893,London,16-03-2020,"I've not been able to get Doggo's food, not due to panic buying, due to european supply issues caused by Covid-19.... Have ordered from Amazon but paid Â£20 more, wonder if I'll get this or not. If not Doggo is on rations!",Positive
3943,48895,,16-03-2020,"When the government says to start social distancing, but you work retail so you can't just not talk to customers in the store lol fml I'm 100% going to catch covid-19",Positive
3944,48896,"Adelaide, Australia",16-03-2020,"Plus side to covid-19 is saving money.

Online shopping packages from China are HELLA delayed. I don't own a car and don't wanna use public transport.

Hell. I don't wanna be around people who have apparently just worked out how to wash their hands and wipe their ass.",Extremely Negative
3945,48897,Arizona,16-03-2020,"I am hearing the National quarantine is going to start on Wednesday the 18th.  They said stock up on essentials, food and ammo.  ?  They believe this is going to get ugly. #coronavirus #covid19 #nationalquarantine",Negative
3946,48898,,16-03-2020,"So food banks are now closing because they can't source enough items thanks to fckwits panic-buying everything. Who cares about the broke single-mum with three kids who can't feed them? As long as YOU have 6 mths of pasta stockpiled, let 'em starve. ?#coronavirus #covid19",Negative
3947,48899,United States,16-03-2020,"DEAR HOARDER :
#COVID?19 #COVID19 #coronapocolypse #coronavirus #COVID #Hoarders #groceries #panicshopping #StopPanicBuying https://t.co/bV0ajl2Yww",Positive
3948,48900,London,16-03-2020,First shops to make this effort could really win the PR game... and make a real difference. https://t.co/6TqO57Lt0q,Extremely Positive
3950,48902,Rear spot ?,16-03-2020,"Mum actually mounted a dispenser and soap. You wash your hand before you enter her supermarket. 

No chance for Covid-19",Positive
3951,48903,"North Carolina, USA",16-03-2020,"I would list a plethora of ÂTo DoÂsÂ, but unfortunately my day jobs are in health care and supermarket retail. So while everyone is bucking down, IÂll be out taking care of the sick and feeding the hungry.
#coronavirus #COVID2019 #StaySafe #frontlines",Positive
3952,48904,Global citizen,16-03-2020,"Things I may stockup on if things get crazy 
1. Chocolate 
2. Make up remover 
3. Concealer for my dark circles 
4. Chewing gum
5. Pringles 
6. Seeds to grow flowers 
7. Manual of how to survive in an apocalypse 
8. More chocolate 
9. Gin
10. Kitten heel shoes
#coronavirus",Negative
3953,48905,"Toronto, Ontario",16-03-2020,Please read our full LAVA Covid-19 Statement &amp; Announcement of Online Store for Consumer Electronics and Computing Interfaces here: https://t.co/1u3gfhzk0Z https://t.co/s8pH8wAsty,Positive
3955,48907,United States,16-03-2020,@Walmart @Target @kroger increase your workers for your online shopping and add more time slots for pick up and delivery... and hire workers for a short time from other business being shut down! #WINWIN #coronavirus #stayindoorsandshop,Positive
3956,48908,"Palo Alto, CA",16-03-2020,Thank you @NorthgateGlzMrk for taking care of our abuelos/as! https://t.co/nWmxYoOMHf,Extremely Positive
3957,48909,"Scunthorpe, England",16-03-2020,"Also, to the people stocking up on soap, hand sanitiser and toilet roll, leaving the shelves empty the rest of us. You do realise to stop the spread of #coronavirus other people need to be able to wash their hands too...

?? #StopPanicBuying https://t.co/MzLdWhLGGg",Positive
3959,48911,"Columbia, MD, United States",16-03-2020,"If a person doesnÂt have the capability to do online shopping, I would encourage for a relative / friend / acquaintance to do the shopping for them (if out of city / state / country) and have them as alternate pick up person. #coronavirus #CoronavirusOutbreak #Covid_19",Extremely Positive
3960,48912,Hogwarts - Jamaica,16-03-2020,Televangelists are making a killing from the CoVID 19 panic. TheyÂre selling their ÂsurvivalÂ meals for $750 for 60 days worth of food. ?? IÂm almost sure it was at least $200 cheaper two months ago.,Extremely Negative
3961,48913,Nowhere,16-03-2020,"COVID-19 RETAIL EDITION 
fitting rooms closed the store is pact. People are upset that they canÂt try on clothes the worst thing on their mind rn is not being able to fit in that pair of jeans. As restaurants and bars are closing IÂm reminded of the ignorance of corporate America",Extremely Negative
3962,48914,,16-03-2020,"The opportunities &amp; challenges caused by #reverselogistics are even more apparent with the current #COVID-19 pandemic. As many stores have closed their physical locations, even more consumers are turning to online shopping. https://t.co/jmewQM90Z7
#ECommerce #Returns #Coronavirus https://t.co/CCVKSzz3OH",Positive
3963,48915,Scotland,16-03-2020,"Here is a photo from an Edinburgh supermarket last night. I happen to work here. 

IÂm one of the workers the UK gov classed as Âlow skilledÂ just a couple of weeks ago, before Covid-19 hit us bad.
#Thread https://t.co/7M61CZtYO9",Extremely Negative
3964,48916,"Camberley, UK",16-03-2020,.@bbchealth  How can someone in a high-risk group distance against #COVID-19 when not enough drivers to deliver online shopping &amp; has no friends or relatives? My position &amp; all here are in same group,Negative
3965,48917,"Los Angeles, CA",16-03-2020,Actual footage of me trying to go to the grocery store this weekend. IÂm not sure what yÂall doing with all the toilet paper but please remember weÂre all in this together. #panicbuyers #coronavirus https://t.co/73WwtXqvT3,Positive
3966,48918,United States,16-03-2020,"So, I've seen this BS pop up all over Facebook in various community groups.  You cannot call the toll free number on a can of infant formula, tell them you cannot find formula at a retail store due to COVID-19, and they'll send you a full case of free formula.  IT IS A HOAX!!! https://t.co/2CyxHEaCEZ",Extremely Positive
3967,48919,Blue State,16-03-2020,"FYI: I checked out the freeze dried food companies. Seems everyone is sold out, or out of stock, or backlogged for weeks. #coronavirus",Positive
3968,48920,,16-03-2020,"Although panic stockpiling may have left shelves empty, there may be some silver linings in the #coronavirus cloud such as a rise in online grocery shopping, deliveries, drive-thrus and services like post-mates! @TheSpoonTech

https://t.co/DIO9KGFixp",Negative
3969,48921,,16-03-2020,"I haven't panicked bought &amp; only have enough provisions for me &amp; my family for a few days. 

I also don't have a car thanks to the idiot who smashed into mine last week. 

No online shopping slots for 3 weeks. 

It won't be Covid-19 that kills my family, it will be lack of food!",Extremely Negative
3970,48922,,16-03-2020,"Mass hysteria isnÂt going to successfully deal with COVID-19.
For the majority contracting COVID-19 will see mild flu symptoms so no need to panic buy 6 months worth of toilet paper and canned food.",Extremely Negative
3971,48923,"British Columbia, Canada",16-03-2020,"Went to the store today. Most canned food is gone. We needed toilet paper and actually got a pack of 12 rolls. We got milk and cat treats as well. Thank god for Save on Foods for still having some stuff. 
Over 100 cases of Covid-19 in my province so panic buying is common.",Positive
3972,48924,"Chicago, IL",16-03-2020,https://t.co/r9skYbYiHt CALLING SMALL BUSINESSES: Chicago's Department of Business Affairs &amp; Consumer Protection (BACP) is soliciting your feedback to develop resources and measures to support small businesses that have been impacted by COVID-19. Please fill out this survey ASAP.,Extremely Positive
3975,48927,London/South East,16-03-2020,"What's the plan for supplying food @BorisJohnson? The panic buying is crazy and the supermarkets have no slots for delivery. Rationing seems sensible. You can't ""suggest"" (how feeble) we self-isolate for months without telling us how we'll eat. #coronavirus",Extremely Negative
3976,48928,"Euless, TX",16-03-2020,Consumer-debt holding organizations: Debt Relief for American households impacted by COVID-19 response - Sign the Petition! https://t.co/r6fjiK6Xxh via @Change,Negative
3977,48929,,16-03-2020,"Taken by Henk Zwoferink on Saturday in WÃ¶rgl, our black beauty hauled a train bringing the last tourists home. Our colleagues are #workinghard to keep supply chains running while respecting the measures to ensure everyone's #safety. A pleasure to work with such #DedicatedPeople! https://t.co/EoXT7Q43ZB",Extremely Positive
3978,48930,"Philadelphia, PA",16-03-2020,Is it safe to work here amid coronavirus? https://t.co/hmqwl0JCo8 via @phillyinquirer,Positive
3981,48933,Worldwide,16-03-2020,How to Avoid Coronavirus Phishing Scams - Consumer Reports https://t.co/D166pdSHLM #covid-19 #Coronavirus #coronavirus #Coronavirusupdate #Coronapocolypse,Extremely Negative
3983,48935,Malaysia,16-03-2020,"My colleague texts me at 8pm to ask if I need anything from the supermarket.

Me: could you buy me 2 cartons of unsweetened almond milk ?

I try to convince myself I'm not millennial material and I say sh*t like this 

#COVID2019",Positive
3984,48936,India,16-03-2020,"Stock market corrections
Currency rate corrections
Oil prices corrections
Interest rate changes
Currency rate fluctuations

#coronavirus #covid2019 #coronavirusindia is a LIFESTYLE CORRECTION

Wisdom is in collectiveness
Respect nature for it to reciprocate
No one is above other",Extremely Positive
3988,48940,"Kent, UK",16-03-2020,When panic buying(thanks to the media) think of the elderly or those with disabilities who canÂt get out to buy food and essentials. #covid?19uk  #coronavirus #panicshopping https://t.co/1iAwpNs096,Negative
3989,48941,London | New York | Munich,16-03-2020,"""I already stocked up on food. Ammo was just the next step."" 

Sorry America, you can't shoot your way out of #coronavirus 

https://t.co/VnVJKDkBxM",Negative
3990,48942,"West Hollywood, CA",16-03-2020,"Why donÂt we make most grocery stores pickup only for the next few weeks? Would reduce crowding, panic buying, contamination, strain on workers. @Google could help build an app in a day. Open each store for 2 hrs for seniors who might be less tech savvy. #COVID2019 #Coronavirus",Negative
3991,48943,"Fujairah, UAE.",16-03-2020,"Joining hands with the UAE's efforts to contain the spread of the coronavirus (COVID-19) and considering the well-being of our mall visitors and community, gym, play areas &amp; amusement centres will stay closed.

LuLu Hypermarket and other stores are operating in routine. https://t.co/SVOTBu6ZNu",Extremely Positive
